before,after,basis,confidence,source_file
이대로 해도 괜찮아.,그대로 해도 돼.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
이대로 해도 괜찮아.,"응, 그대로.",일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
부족하지 않았어.,아직 부족하지?,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
뭐라고 하는 거야?,뭐라고 말해야 해?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
부탁해 봐.,말로 부탁해 봐.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
부탁하는 거야?,부탁할 거야?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"엄청난 표정이었어, 방금.",방금 표정 엄청 야했어.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
눈 감아 줄래.,눈 감아 줄게.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
눈 감아 줄래.,눈 감고 있을게.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
부디 부탁해.,그러니까 해 줘.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
끝이네.,다 했어?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
잠깐 쉬었다 갈게요.,잠깐 쉬었다 할게.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
잠깐 쉬었다 갈게요.,조금만 쉬자.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
조금만 더 해 주세요.,조금만 더 해 줘.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"조금만 더, 빨아주세요.",조금만 더 빨아 줘.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
어떻게 먹는 게 좋아?,어떻게 해 주는 게 좋아?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
어떻게 먹는 거?,어떤 식으로?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
세 가지로 해 볼 테니까.,세 가지로 해 볼게.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
어디가 좋은지 모르겠어?,어디가 좋은지 아직 모르겠어?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
체온이 높은 편이야?,몸이 원래 이렇게 뜨거워?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
잠깐만요.,잠깐만.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
눈물이 고였어.,눈물까지 고였어.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
안 졸려? 안 졸려?,아직 안 졸리지?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
빠는 것도 잘하는 편이지?,빠는 것도 잘하지?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
잘 빠네.,정말 잘 빠네.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
잘 빠네.,잘한다.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
잘 빨아?,이렇게 빠는 거 좋아해?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
잘 빨아?,더 빨고 싶어?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
잘 빨고 싶어?,계속 빨고 싶어?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
빨 생각하고 있었어?,아까부터 빨 생각만 했지?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
생각하고 있었구나.,역시 생각하고 있었구나.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
거기서부터 빠는 거야?,거기부터 핥는 거야?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
혀로 핥아.,혀로 천천히 핥아.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
혀로 핥아.,"그래, 혀로.",일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
혀로 핥아.,그대로 핥아 줘.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
아래에서부터 핥아 주는 거지?,아래쪽부터 핥아 주는 거지?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
자지 끝 바로 밑?,귀두 바로 밑?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
그 밑부분?,그 밑줄기?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
계속 움찔거리고 있어.,계속 움찔거리고 있네.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
벌써 끝부분이…,벌써 끝이…,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
깨끗하지 않아.,아직 깨끗하지 않지.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
나로만 꽉 차면 돼.,나만 생각하면 돼.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
정말 미안.,미안해.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"크네, 완전히.",완전히 커졌네.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
천천히 하면 돼.,천천히 하면 괜찮아.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
멈춰 있어.,가만히 있어.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
이쪽 보면서 할 수 있어.,이쪽 보면서 해 줘.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
이쪽이 더 커.,이쪽이 더 굵어.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
아슬아슬했어.,아슬아슬하게 들어갔어.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
깜짝 놀라지 않았어.,놀랐어?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
엄청 적극적이네.,오늘은 꽤 적극적이네.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
신나 버렸어.,재미있어졌어.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
다리 예쁘단 말 듣는 거 싫어?,다리 예쁘다는 말 싫어?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
다리 좋아하는 남자.,다리 좋아하는 남자 많잖아.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
안대 쓰고 있는 모습 보니까 진짜 좋네.,안대 쓴 모습 보니까 더 야하네.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
제대로 돼 있네.,제대로 가려지네.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
조금 보이네.,조금은 보이는 것 같아.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
원해?,만져 줬으면 해?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"아, 커 보이네.","와, 크게 보이네.",일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
너도.,너도 보여.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
느리네.,천천히 해.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
밀어 넣는 소리가 나.,안에서 소리 나.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
소리가 다 들려.,소리가 다 들리네.,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
더 밀어 넣어.,더 깊이 넣어.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
배까지 젖었어. 엄청나졌어.,배까지 다 젖었어.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
손가락도 엉덩이도 좋아? 이쪽도 빨아 줄까?,손가락도 엉덩이도 좋아? 이쪽도 핥아 줄까?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
엉덩이?,엉덩이도?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
엉덩이?,"응, 엉덩이.",일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"아, 아플 것 같아.","아, 조금 아파.",일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
아쉬웠어?,거의 갔어?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
평소처럼 앉아서 움직여 줘.,평소처럼 앉아서 움직여 봐.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
배예요.,배 쪽이요.,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
아프게 됐어?,아팠어?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
"저기, 다른 여자랑도 해 본 적 있어?",다른 여자들이랑도 많이 해 봤어?,손상된 일본어 ASR + 타임스탬프 사진 + 앞뒤 문맥 추론,중간,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
해 본 적 있어?,해 봤어?,일본어 원문 대조 + 자연스러운 한국어 대사 교정,높음,/mnt/data/ABF-303_photo_verified_retranslation/ABF-303.final-photo-verified-retranslated-ko.v1.changes.csv
